Timestamp_MS,ISO_Time,Latitude,Longitude,Speed_MPH,Heading,Altitude_M,Accuracy_M,Battery_Pct
1789196470000,2026-09-12T07:01:10.000Z,37.7614585,-122.2340331,0,68.41386413574219,-23.200000762939453,7,43
1789196471000,2026-09-12T07:01:11.000Z,37.7614583,-122.234032,0,76.44246673583984,-23.200000762939453,7,43
1789196472000,2026-09-12T07:01:12.000Z,37.7614585,-122.2340314,0,75.93517303466797,-23.200000762939453,7,43
1789196473000,2026-09-12T07:01:13.000Z,37.7614595,-122.2340308,0,77.41256713867188,-23.200000762939453,7,43
1789196474000,2026-09-12T07:01:14.000Z,37.7614616,-122.2340302,0,66.60834503173828,-23.200000762939453,7,43
1789196475000,2026-09-12T07:01:15.000Z,37.7614627,-122.2340295,0,54.562862396240234,-23.200000762939453,7,43
1789196476000,2026-09-12T07:01:16.000Z,37.7614635,-122.2340291,0,50.740699768066406,-23.200000762939453,7,43
1789196477000,2026-09-12T07:01:17.000Z,37.7614639,-122.2340286,0,38.47748947143555,-23.200000762939453,7,43
1789196478000,2026-09-12T07:01:18.000Z,37.7614587,-122.2340333,0,89.48265075683594,-23,7,43
1789196479000,2026-09-12T07:01:19.000Z,37.7614571,-122.234034,0,89.99856567382812,-23,7,43
1789196480000,2026-09-12T07:01:20.000Z,37.7614578,-122.2340342,0,89.99791717529297,-23,7,43
1789196481000,2026-09-12T07:01:21.000Z,37.7614584,-122.2340336,0,89.99851989746094,-23,7,43
1789196482000,2026-09-12T07:01:22.000Z,37.7614589,-122.2340335,0,89.99879455566406,-23,7,43
1789196484000,2026-09-12T07:01:24.000Z,37.7614601,-122.2340341,0,89.99784088134766,-23,7,43
1789196485000,2026-09-12T07:01:25.000Z,37.7614554,-122.234038,0,210.7722625732422,-23,8,43
1789196486000,2026-09-12T07:01:26.000Z,37.7614537,-122.2340408,0,232.20358276367188,-23,8,43
1789196487000,2026-09-12T07:01:27.000Z,37.7614545,-122.2340423,0,244.9189453125,-23,8,43
1789196488000,2026-09-12T07:01:28.000Z,37.7614549,-122.2340431,0,90.25383758544922,-23,8,43
1789196489000,2026-09-12T07:01:29.000Z,37.7614553,-122.234042,0,90.00187683105469,-23,8,43
1789196490000,2026-09-12T07:01:30.000Z,37.7614555,-122.2340409,0,89.99930572509766,-23,8,43
1789196491000,2026-09-12T07:01:31.000Z,37.7614562,-122.2340411,0,89.99745178222656,-23,8,43
1789196492000,2026-09-12T07:01:32.000Z,37.7614564,-122.2340414,0,89.99935913085938,-23,8,43
1789196493000,2026-09-12T07:01:33.000Z,37.7614532,-122.2340423,0,205.62779235839844,-23.100000381469727,8,43
1789196494000,2026-09-12T07:01:34.000Z,37.7614521,-122.2340432,0,198.1407928466797,-23.100000381469727,8,43
1789196495000,2026-09-12T07:01:35.000Z,37.7614517,-122.2340429,0,186.7982940673828,-23.100000381469727,8,43
